file,label,score 
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5571712_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5571_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55724_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55728_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55743_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55763_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55774_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55781_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5578722_0.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55790_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55790_1.jpg,F,0.52
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55796_0.jpg,M,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55797_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55805_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55830_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55832_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55832_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55871_0.jpg,F,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55875_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55913_0.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55928_0.jpg,M,0.63
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55950_0.jpg,F,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55950_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\559625_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\559649_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5597408_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5597408_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5597408_2.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55995_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5599692_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5599692_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\55998_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5604510_0.jpg,M,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5604510_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56045_0.jpg,F,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56045_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56058_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56089_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5609302_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56093_0.jpg,F,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56110_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56121_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5613056_0.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56134_0.jpg,F,0.79
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56134_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56138_0.jpg,M,0.61
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56141_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56141_1.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56142_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56142_1.jpg,M,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56158_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5615976_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5615976_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56183_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56183_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56185_0.jpg,F,0.52
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56187_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56194_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56196_0.jpg,F,0.54
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56211_0.jpg,F,0.73
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56255_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56264_0.jpg,F,0.69
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56264_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56267_0.jpg,F,0.69
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56269_0.jpg,F,0.59
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56289_0.jpg,F,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56302_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56308_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56308_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56308_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56350_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56371_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56389_0.jpg,M,0.54
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56406_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56406_1.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56412_0.jpg,M,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56415_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56443_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56447_0.jpg,F,0.75
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56468_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56470_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56470_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56472_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5652620_0.jpg,F,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56552_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56552_1.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56575_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56576_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56580_0.jpg,M,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56580_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56580_2.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56600_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5660830_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56628_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56636_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56636_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56657_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56661_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56673_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56692_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56693_0.jpg,F,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56693_1.jpg,F,0.83
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56704_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5673202_0.jpg,M,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56736_0.jpg,F,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56801_0.jpg,M,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56801_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56860_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56860_1.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56883_0.jpg,M,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56884_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56897_0.jpg,F,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56903_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56903_1.jpg,M,0.83
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56908_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56910_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5692030_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5692030_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56923_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56930_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56930_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56931_0.jpg,F,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56943_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56943_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56943_2.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56945_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56945_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56955_0.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56989_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56989_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56995_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\56995_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57006_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57006_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57068_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57068_1.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57068_2.jpg,F,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57078_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57091_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57128_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57128_1.jpg,M,0.62
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5714582_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57155_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57212_0.jpg,F,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57212_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57219_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57227_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57232_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57254_0.jpg,F,0.70
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57259_0.jpg,M,0.62
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57259_1.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57263_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57286_0.jpg,M,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57323_0.jpg,M,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57329_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57329_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57344_0.jpg,M,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57344_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57358_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5738064_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57380_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57422_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57427_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57442_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57449_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57449_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57490_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57517_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57518_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57522_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57523_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57532_0.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57540_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57542_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57546_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57581_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57589_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57603_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57608_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57622_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57634_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57634_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57634_2.jpg,F,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57634_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57637_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57637_1.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57637_2.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57646_0.jpg,F,0.57
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57646_1.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57652_0.jpg,F,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57652_1.jpg,M,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57652_2.jpg,M,0.62
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57681_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5769238_0.jpg,M,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57694_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57710_0.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5775370_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57809_0.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57809_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57813_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57842_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57851_0.jpg,M,0.64
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57859_0.jpg,M,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57860_0.jpg,F,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57878_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57880_0.jpg,M,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57892_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57892_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57916_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57916_1.jpg,M,0.72
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57916_2.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57916_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57917_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57919_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57919_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\57933_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58011_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58011_1.jpg,M,0.79
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58089_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58101_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58101_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58123_0.jpg,F,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58126_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58138_0.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58150_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58153_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58154_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58154_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58155_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5815940_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5815940_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5815940_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58166_0.jpg,F,0.52
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58213_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5822648_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58230_0.jpg,F,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58232_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58232_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5823326_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5824826_0.jpg,F,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58249_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58266_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58277_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58279_0.jpg,F,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58279_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5828874_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5828874_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58294_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58307_0.jpg,F,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58316_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58318_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58329_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58333_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58335_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58349_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58371_0.jpg,F,0.61
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58384_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58404_0.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58409_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58429_0.jpg,F,0.57
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58453_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58456_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58458_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58481_0.jpg,F,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58529_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58529_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58533_0.jpg,M,0.63
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58551_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58564_0.jpg,M,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58576_0.jpg,M,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58576_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58621_0.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58621_1.jpg,F,0.64
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58657_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58724_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58745_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58745_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58751_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58777_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58787_0.jpg,F,0.68
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58863_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58863_1.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58886_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58886_1.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58888_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58888_1.jpg,M,0.69
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58898_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58898_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58920_0.jpg,F,0.68
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58920_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58962_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58962_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58977_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58981_0.jpg,F,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58981_1.jpg,F,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\58998_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59017_0.jpg,M,0.76
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59017_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59037_0.jpg,F,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59037_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59050_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59050_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59084_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59095_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59095_1.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59103_0.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59103_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59112_0.jpg,F,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59113_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59124_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59124_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59159_0.jpg,M,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59159_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59160_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\5917230_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59221_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\59243_0.jpg,M,1.00
